SKU,Product Name,Branch,Qty,Value
EW-WF40,edel+white Woven Floss | Cinnamon Mint,LINE,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,RM9,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,TCC,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,RM9,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,Shopee,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EMB,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,LINE MyShop,2,338
EW-WF40,edel+white Woven Floss | Cinnamon Mint,RM9,2,398
EW-WF40,edel+white Woven Floss | Cinnamon Mint,Lazada,1,139.29
EW-WF40,edel+white Woven Floss | Cinnamon Mint,LINE,1,169
EW-WF40,edel+white Woven Floss | Cinnamon Mint,MGB,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,RM9,2,378.1
EW-WF40,edel+white Woven Floss | Cinnamon Mint,Shopee,3,597
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,LINE,1,169
EW-WF40,edel+white Woven Floss | Cinnamon Mint,TCC,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EMB,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,MGB,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,SAM,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EMB,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,LINE,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,RM9,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,SAM,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,ESV,2,388.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,LINE,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EMB,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,TCC,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EMQ,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,MGB,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,TCC,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,Shopee,5,995
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,4,796
EW-WF40,edel+white Woven Floss | Cinnamon Mint,MGB,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,Shopee,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,TCC,2,398
EW-WF40,edel+white Woven Floss | Cinnamon Mint,ESV,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,MGB,2,398
EW-WF40,edel+white Woven Floss | Cinnamon Mint,RM9,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EMB,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EMQ,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,MGB,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,ESV,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,MGB,2,398
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,RM9,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,ESV,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,2,398
EW-WF40,edel+white Woven Floss | Cinnamon Mint,RM9,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,ESV,2,398
EW-WF40,edel+white Woven Floss | Cinnamon Mint,Lazada,1,189.05
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EMQ,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,EW Official,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,MGB,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,TCC,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,ESV,1,199
EW-WF40,edel+white Woven Floss | Cinnamon Mint,Shopee,1,199
EW-WJR2,edel+white FlosserPik Replacement,TCC,1,590
PEW-WJ180,edel+white FlosserPik,EMQ,1,3850
PEW-WJ180,edel+white FlosserPik,EMB,2,7700
PEW-WJ180,edel+white FlosserPik,LINE,1,3850
PEW-WJ180,edel+white FlosserPik,RM9,1,3850
PEW-WJ180,edel+white FlosserPik,EMB,1,3850
PEW-WJ180,edel+white FlosserPik,EMB,1,3850
PEW-WJ180,edel+white FlosserPik,EMQ,1,3850
PEW-WJ180,edel+white FlosserPik,EMB,1,3850
PEW-WJ180,edel+white FlosserPik,MGB,2,7700
PEW-WJ180,edel+white FlosserPik,EMB,1,3850
PEW-WJ180,edel+white FlosserPik,EMB,2,7700
PEW-WJ180,edel+white FlosserPik,EMB,1,3850
PEW-WJ180,edel+white FlosserPik,EMQ,1,3850
PEW-WJ180,edel+white FlosserPik,MGB,1,3850
PEW-WJ180,edel+white FlosserPik,LINE,1,3850
PEW-WJ180,edel+white FlosserPik,EMB,1,3850
PEW-WJ180,edel+white FlosserPik,ESV,1,3850
PEW-WJ180,edel+white FlosserPik,SAM,1,3850
PEW-WJ180,edel+white FlosserPik,EW Official,1,3850
PEW-WJ180,edel+white FlosserPik,ESV,1,3850
PEW-WJ180,edel+white FlosserPik,EMQ,1,3850
PEW-WJ180,edel+white FlosserPik,EMB,1,3850
PEW-WJ180,edel+white FlosserPik,SAM,1,3850
PEW-WJ180,edel+white FlosserPik,ESV,1,3850
PEW-WJ180,edel+white FlosserPik,TikTok,1,3850
P_EW-FT70,edel+white Easy Tape (Mint),Shopee,2,398
P_EW-FT70,edel+white Easy Tape (Mint),Shopee,2,398
P_EW-FT70,edel+white Easy Tape (Mint),LINE,1,0
P_EW-FT70,edel+white Easy Tape (Mint),TCC,1,199
P_EW-FT70,edel+white Easy Tape (Mint),EMB,1,189.05
P_EW-FT70,edel+white Easy Tape (Mint),EMB,1,189.05
P_EW-FT70,edel+white Easy Tape (Mint),Lazada,1,199
P_EW-FT70,edel+white Easy Tape (Mint),LINE,2,398
P_EW-FT70,edel+white Easy Tape (Mint),Shopee,1,189
P_EW-FT70,edel+white Easy Tape (Mint),Lazada,1,199
P_EW-FT70,edel+white Easy Tape (Mint),SAM,1,0
P_EW-FT70,edel+white Easy Tape (Mint),Shopee,1,179
P_EW-FT70,edel+white Easy Tape (Mint),EMB,1,199
P_EW-FT70,edel+white Easy Tape (Mint),EMB,1,199
P_EW-FT70,edel+white Easy Tape (Mint),Lazada,1,193.03
P_EW-FT70,edel+white Easy Tape (Mint),Lazada,1,193.03
P_EW-FT70,edel+white Easy Tape (Mint),SAM,1,0
P_EW-FT70,edel+white Easy Tape (Mint),Lazada,1,193.03
P_EW-FT70,edel+white Easy Tape (Mint),Lazada,1,189.05
P_EW-FT70,edel+white Easy Tape (Mint),Shopee,1,189
P_EW-FT70,edel+white Easy Tape (Mint),EMQ,1,199
P_EW-FT70,edel+white Easy Tape (Mint),ESV,1,189.05
P_EW-FT70,edel+white Easy Tape (Mint),Lazada,2,378.1
P_EW-FT70,edel+white Easy Tape (Mint),RM9,1,189.05
P_EW-FT70,edel+white Easy Tape (Mint),ESV,1,0
P_EW-FT70,edel+white Easy Tape (Mint),EW Official,1,199
P_EW-FT70,edel+white Easy Tape (Mint),TCC,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,4,398
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMQ,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,3,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMQ,3,189.05
P_EW-FTGR,edel+white Easy Tape (Caipirinha),Lazada,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),MGB,1,189.05
P_EW-FTGR,edel+white Easy Tape (Caipirinha),MGB,2,398
P_EW-FTGR,edel+white Easy Tape (Caipirinha),SAM,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),Shopee,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),TCC,2,398
P_EW-FTGR,edel+white Easy Tape (Caipirinha),Lazada,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),RM9,2,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),MGB,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMQ,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMQ,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EW Official,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,189.05
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,2,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMQ,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),MGB,2,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,2,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),LINE,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),TCC,1,179.1
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMQ,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),RM9,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,4,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),MGB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),SAM,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),MGB,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),MGB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),RM9,1,189.05
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMQ,2,388.05
P_EW-FTGR,edel+white Easy Tape (Caipirinha),LINE,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),MGB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),ESV,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EW Official,1,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),RM9,1,189.05
P_EW-FTGR,edel+white Easy Tape (Caipirinha),ESV,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),Lazada,2,378.1
P_EW-FTGR,edel+white Easy Tape (Caipirinha),RM9,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMQ,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,0
P_EW-FTGR,edel+white Easy Tape (Caipirinha),ESV,2,199
P_EW-FTGR,edel+white Easy Tape (Caipirinha),RM9,1,189.05
P_EW-FTGR,edel+white Easy Tape (Caipirinha),EMB,1,199
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,4,760.5
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE,3,1170
P_EW-GUM75,edel+white Care Forte 75 ml.,Lazada,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,16,4953
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,3,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EW Official,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,Shopee,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,2,0
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE,2,660
P_EW-GUM75,edel+white Care Forte 75 ml.,MGB,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,2,760.5
P_EW-GUM75,edel+white Care Forte 75 ml.,EW Official,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,RM9,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,TCC,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,3,1131
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,MGB,1,370.5
P_EW-GUM75,edel+white Care Forte 75 ml.,ฝ่ายขาย,12,0
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,2,390
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE,1,330
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,3,741
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,2,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,1,370.5
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,2,760.5
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,2,780
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,3,370.5
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,MGB,2,0
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,3,780
P_EW-GUM75,edel+white Care Forte 75 ml.,TCC,2,702
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,3,1131
P_EW-GUM75,edel+white Care Forte 75 ml.,MGB,3,1131
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,RM9,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,TCC,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,4,0
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,1,370.5
P_EW-GUM75,edel+white Care Forte 75 ml.,RM9,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,SAM,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,3,1170
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE MyShop,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,MGB,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,2,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,MGB,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,MGB,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,2,390
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,3,741
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EW Official,2,780
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,Lazada,1,378.3
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,2,370.5
P_EW-GUM75,edel+white Care Forte 75 ml.,EW Official,2,780
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,3,780
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,Shopee,1,374
P_EW-GUM75,edel+white Care Forte 75 ml.,TCC,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,5,1950
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,1,0
P_EW-GUM75,edel+white Care Forte 75 ml.,LINE,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMB,2,760.5
P_EW-GUM75,edel+white Care Forte 75 ml.,ESV,2,370.5
P_EW-GUM75,edel+white Care Forte 75 ml.,TCC,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,EMQ,1,390
P_EW-GUM75,edel+white Care Forte 75 ml.,TCC,1,370.5
P_EW-INT,edel+white Intensive Flosserbrush,ESV,1,220
P_EW-INT,edel+white Intensive Flosserbrush,EMB,3,638
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,4,649
P_EW-INT,edel+white Intensive Flosserbrush,MGB,6,1100
P_EW-INT,edel+white Intensive Flosserbrush,EMB,1,220
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,1,220
P_EW-INT,edel+white Intensive Flosserbrush,MGB,1,209
P_EW-INT,edel+white Intensive Flosserbrush,MGB,1,220
P_EW-INT,edel+white Intensive Flosserbrush,TCC,1,220
P_EW-INT,edel+white Intensive Flosserbrush,EMB,2,440
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,2,209
P_EW-INT,edel+white Intensive Flosserbrush,RM9,3,209
P_EW-INT,edel+white Intensive Flosserbrush,EMB,2,429
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,2,440
P_EW-INT,edel+white Intensive Flosserbrush,MGB,1,0
P_EW-INT,edel+white Intensive Flosserbrush,RM9,1,209
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,1,220
P_EW-INT,edel+white Intensive Flosserbrush,MGB,2,440
P_EW-INT,edel+white Intensive Flosserbrush,EMB,1,220
P_EW-INT,edel+white Intensive Flosserbrush,MGB,3,660
P_EW-INT,edel+white Intensive Flosserbrush,TCC,1,209
P_EW-INT,edel+white Intensive Flosserbrush,TCC,1,0
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,6,1320
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,2,220
P_EW-INT,edel+white Intensive Flosserbrush,RM9,2,440
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,2,440
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,1,209
P_EW-INT,edel+white Intensive Flosserbrush,EMQ,1,220
